title,movieId,budget
BASEketball,14013,0
Full Tilt Boogie,36606,0
The Governess,96196,0
Seventh Heaven,98505,0
Roger & Me,1779,160000
The Purple Rose of Cairo,10849,15000000
Out of the Past,678,0
Doctor Zhivago,907,11000000
Fanny & Alexander,5961,0
The Trip to Bountiful,47908,0
Tender Mercies,42121,0
And the Band Played On,2887,0
The 'Burbs,11974,18000000
Fandango,20348,0
The Night Porter,26648,0
Mephisto,11911,144
Blue Velvet,793,6000000
The Journey of Natty Gann,35144,0
The Jungle Book,9325,4000000
Kidnapped,43037,0
Lady and the Tramp,10340,0
The Little Mermaid,10144,40000000
The Mighty Ducks,10414,10000000
The Muppet Christmas Carol,10437,0
Newsies,15300,15000000
One Hundred and One Dalmatians,12230,4000000
One Magic Christmas,13380,0
Peter Pan,10693,4000000
Popeye,11335,20000000
The Rescuers Down Under,11135,37931000
The Rescuers,11319,1200000
Return from Witch Mountain,14822,0
The Return of Jafar,15969,0
Return to Oz,13155,25000000
The Rocketeer,10249,42000000
The Shaggy D.A.,15943,0
Sleeping Beauty,10882,6000000
Something Wicked This Way Comes,24808,19000000
Son of Flubber,19762,0
Song of the South,13850,0
Splash,2619,8000000
Squanto: A Warrior's Tale,65158,0
Steamboat Willie,53565,4986
Tall Tale,41841,32000000
Tex,27332,0
Tron,97,17000000
Swing Kids,10419,0
Halloween: H20,11675,17000000
L.A. Story,2107,0
The Jerk,6471,0
Dead Men Don't Wear Plaid,9442,0
The Man with Two Brains,11591,10100000
Grand Canyon,13697,0
Graveyard Shift,19158,10500000
The Outsiders,227,10000000
Indiana Jones and the Temple of Doom,87,28000000
The Lord of the Rings,123,4000000
Nineteen Eighty-Four,9314,0
The Dead Zone,11336,10000000
Maximum Overdrive,9980,10000000
Needful Things,10657,0
Cujo,10489,5000000
Children of the Corn,10823,800000
All Dogs Go to Heaven,11497,13800000
The Addams Family,2907,30000000
Ever After: A Cinderella Story,9454,26000000
Snake Eyes,8688,73000000
"First Love, Last Rites",118452,300000
Safe Men,16155,0
The Saltmen of Tibet,48894,0
Atlantic City,23954,7200000
Autumn Sonata,12761,0
Who's Afraid of Virginia Woolf?,396,7500000
Adventures in Babysitting,14367,0
Weird Science,11814,0
Doctor Dolittle,16081,18000000
The Nutty Professor,18331,0
Charlotte's Web,15171,0
Watership Down,11837,1000000
The Secret of NIMH,11704,7000000
The Dark Crystal,11639,15000000
An American Tail,4978,9000000
An American Tail: Fievel Goes West,10380,0
Legend,11976,25000000
Sixteen Candles,15144,6500000
Pretty in Pink,11522,0
St. Elmo's Fire,11557,0
The Clan of the Cave Bear,13853,15000000
House,11415,3000000
House II: The Second Story,37530,0
The Gods Must Be Crazy,8393,5000000
The Gods Must Be Crazy II,11937,0
Air Bud: Golden Receiver,21661,0
The Avengers,9320,60000000
How Stella Got Her Groove Back,33644,20000000
Slums of Beverly Hills,14662,5000000
The Best Man,125124,0
The Chambermaid on the Titanic,115872,0
"Henry II, Portrait of a Serial Killer",39930,0
Henry: Portrait of a Serial Killer,10692,111000
Rosemary's Baby,805,3200000
The NeverEnding Story,34584,27000000
The Neverending Story II: The Next Chapter,34636,32000000
Attack of the Killer Tomatoes!,2182,90000
Surf Nazis Must Die,28070,0
Your Friends & Neighbors,77469,5000000
Return to Paradise,10278,0
Blade,36647,45000000
Dance with Me,17915,0
Dead Man on Campus,14557,0
Wrongfully Accused,9417,0
Next Stop Wonderland,41469,0
All I Wanna Do,19381,0
The Navigator: A Medieval Odyssey,34637,0
Beetlejuice,4011,15000000
Déjà Vu,161795,0
Rope,1580,1500000
Family Plot,5854,2000000
Frenzy,573,3500000
Topaz,2370,4000000
Torn Curtain,5780,3000000
Marnie,506,2135161
The Wrong Man,22527,1200000
The Man Who Knew Too Much,574,2500000
The Trouble with Harry,11219,1200000
I Confess,30159,0
Strangers on a Train,845,1200000
Stage Fright,1978,0
54,3682,13000000
I Married a Strange Person!,51942,250
Why Do Fools Fall In Love,46702,0
Keep the Aspidistra Flying,54795,0
See the Sea,46748,0
Willow,847,35000000
The Untouchables,117,25000000
Dirty Work,14577,0
Knock Off,37498,33000000
Firelight,38621,0
Modulations,59138,0
Phoenix,28047,0
Under Capricorn,4175,0
The Paradine Case,31667,4258000
Lifeboat,13321,1590000
Shadow of a Doubt,21734,0
Saboteur,31997,0
Mr. & Mrs. Smith,24197,0
Suspicion,11462,1103000
Jamaica Inn,31995,0
The Lady Vanishes,940,0
Young and Innocent,2762,0
Sabotage,12684,0
Secret Agent,2761,0
The Man Who Knew Too Much,8208,0
Waltzes from Vienna,52907,0
Number Seventeen,15007,0
Rich and Strange,36049,0
The Skin Game,52748,0
Elstree Calling,75793,0
Juno and the Paycock,47695,0
Murder!,31930,0
The Manxman,20213,0
Blackmail,543,0
Champagne,36054,0
The Farmer's Wife,143750,0
Downhill,52782,0
Easy Virtue,36055,0
The Ring,36056,0
The Lodger: A Story of the London Fog,2760,12000
The Pleasure Garden,64398,0
Rounders,10220,12000000
Cube,431,250000
Digging to China,31641,0
Let's Talk About Sex,223318,0
One Man's Hero,69848,0
Simon Birch,22796,20000000
Without Limits,22256,25000000
Seven Beauties,37550,0
Swept Away,37916,0
My Bodyguard,21873,0
Class,21500,0
"Grandview, U.S.A.",84116,0
Broadcast News,12626,20000000
The Allnighter,37818,0
Working Girl,3525,28000000
Stars & Bars,129628,0
Married to the Mob,2321,10000000
Say Anything...,2028,0
My Blue Heaven,16384,0
Men Don't Leave,91217,0
The Cabinet of Dr. Ramirez,77314,0
Hero,10699,42000000
Toys,11597,0
Choices,218624,0
Young Doctors in Love,47947,0
Parasite,48311,800000
No Small Affair,44772,0
Blame It on Rio,14347,0
Wisdom,41090,0
One Crazy Summer,18282,0
About Last Night...,18169,0
The Seventh Sign,11082,0
We're No Angels,5971,20000000
Nothing but Trouble,11933,40000000
The Butcher's Wife,20096,0
Mortal Thoughts,30815,8000000
A Few Good Men,881,40000000
Indecent Proposal,4478,38000000
Permanent Midnight,22318,0
One True Thing,53113,0
Rush Hour,2109,33000000
Lilian's Story,122289,0
Six-String Samurai,24746,2000000
A Soldier's Daughter Never Cries,72987,0
Somewhere in the City,193103,0
Ronin,8195,55000000
Urban Legend,9877,14000000
Clay Pigeons,26618,0
Monument Ave.,21132,0
Pecker,11855,0
The Sheltering Sky,24016,25000000
Bandit Queen,14785,0
If....,14794,0
The Fiendish Plot of Dr. Fu Manchu,3486,0
Them!,11071,23000000
The Thing,1091,15000000
The Player,10403,8000000
Stardust Memories,11337,10000000
Edward Scissorhands,162,20000000
Overnight Delivery,25723,12000000
Shadrach,73351,0
Antz,8916,60000000
The Impostors,28134,0
A Night at the Roxbury,9429,17000000
What Dreams May Come,12159,85000000
Strangeland,27791,1100000
The Battle of the Sexes,43106,0
The Producers,30197,947000
History of the World: Part I,10156,11000000
My Cousin Vinny,10377,11000000
Nashville,3121,2200000
Love Is the Devil: Study for a Portrait of Francis Bacon,4975,0
Slam,37532,1
Holy Man,9713,60000000
One Tough Cop,134368,0
Detroit 9000,85837,0
The Inheritors,1039,0
The Mighty,9821,0
2010,4437,28000000
Children of a Lesser God,1890,0
The Elephant Man,1955,5000000
Beloved,39437,0
Bride of Chucky,11932,25000000
Practical Magic,6435,75000000
The Alarmist,108316,0
Happiness,10683,3000000
Reach The Rock,63709,0
Apt Pupil,9445,14000000
Pleasantville,2657,0
Soldier,9425,75000000
The Cruise,32326,0
Life Is Beautiful,637,20000000
Orgazmo,8675,1000000
Shattered Image,125762,0
Tales from the Darkside: The Movie,20701,3500000
Vampires,9945,20000000
American History X,73,20000000
Hands on a Hard Body: The Documentary,18603,0
Living Out Loud,46889,12000000
Belly,12888,0
Gods and Monsters,3033,10000000
The Siege,9882,70000000
The Waterboy,10663,23000000
Elizabeth,4518,30000000
Velvet Goldmine,1808,0
I Still Know What You Did Last Summer,3600,65000000
I'll Be Home for Christmas,17037,30000000
Meet Joe Black,297,90000000
Dancing at Lughnasa,5332,0
Hard Core Logo,21589,0
The Naked Man,8336,0
Runaway Train,11893,9000000
Desert Bloom,123056,0
The Stepford Wives,12223,0
The Pope of Greenwich Village,32081,0
Sid & Nancy,14924,4000000
Mona Lisa,10002,0
Heart Condition,41817,0
Nights of Cabiria,19426,0
The Big Chill,12560,0
Enemy of the State,9798,90000000
The Rugrats Movie,14444,30000000
A Bug's Life,9487,120000000
Celebrity,9466,0
Central Station,666,2900000
Savior,2042,10000000
Waking Ned,10162,0
The Celebration,309,1300000
Pink Flamingos,692,12000
Glen or Glenda,24018,0
Godzilla,1678,1000000
Godzilla 1985,39256,2000000
King Kong vs. Godzilla,1680,0
King Kong,244,672000
King Kong,10730,23000000
King Kong Lives,31947,10000000
Desperately Seeking Susan,8130,5000000
The Emerald Forest,11532,0
Fletch,9749,8000000
Fletch Lives,14628,8045760
Red Sonja,9626,17900000
Gung Ho,13698,0
The Money Pit,10466,10000000
A View to a Kill,707,30000000
Lifeforce,11954,25000000
Police Academy,9336,4500000
Police Academy 2: Their First Assignment,10157,0
Police Academy 3: Back in Training,12118,0
Police Academy 4: Citizens on Patrol,10587,0
Police Academy 5: Assignment Miami Beach,11825,0
Police Academy 6: City Under Siege,11895,0
Babe: Pig in the City,9447,90000000
Home Fries,12257,15000000
Ringmaster,37536,3500000
Very Bad Things,10029,30000000
Steam: The Turkish Bath,27104,0
Psycho,11252,60000000
Little Voice,8545,0
A Simple Plan,10223,0
Jack Frost,9745,27000000
Star Trek: Insurrection,200,70000000
The Prince of Egypt,9837,70000000
Rushmore,11545,9000000
Shakespeare in Love,1934,25000000
Mass Appeal,110643,0
Miracle on 34th Street,11881,0
Santa Claus: The Movie,13764,50000000
Prancer,24951,0
Pale Rider,8879,0
Rambo: First Blood Part II,1369,44000000
First Blood,1368,15000000
Rambo III,1370,63000000
The Jewel of the Nile,10303,25000000
Romancing the Stone,9326,10000000
Cocoon,10328,0
Cocoon: The Return,11285,17500000
Rocky II,1367,7000000
Rocky III,1371,17000000
Rocky IV,1374,31000000
Rocky V,1375,42000000
Clue,15196,15000000
Young Sherlock Holmes,11904,18000000
Violets Are Blue,215875,0
Back to School,15596,0
Heartburn,13818,0
Nothing in Common,29968,0
Extremities,44326,0
The Karate Kid,1885,8000000
"The Karate Kid, Part II",8856,113
"The Karate Kid, Part III",10495,0
National Lampoon's Christmas Vacation,5825,27000000
You've Got Mail,9489,65000000
The General,16885,0
The Theory of Flight,76857,0
The Thin Red Line,8741,52000000
The Faculty,9276,15000000
Mighty Joe Young,9822,90000000
Mighty Joe Young,39314,94
Patch Adams,10312,50000000
Stepmom,9441,0
A Civil Action,9422,70000000
Down in the Delta,125582,0
Hurlyburly,24525,0
Tea with Mussolini,10368,12000000
Wilde,11365,0
Outside Ozona,140897,0
Affliction,31662,6000000
Another Day in Paradise,36136,0
The Hi-Lo Country,1363,0
Hilary and Jackie,46992,0
Playing by Heart,825,20000000
24 7: Twenty Four Seven,22913,0
At First Sight,15556,0
In Dreams,28902,0
Varsity Blues,14709,0
Virus,9423,75000000
The Garbage Pail Kids Movie,14443,0
Howard the Duck,10658,37000000
The Gate,6917,2500000
The Gate II: Trespassers,40729,0
The Boy Who Could Fly,24086,0
The Fly,11815,700000
The Fly,9426,15000000
The Fly II,10344,0
Running Scared,15698,0
Armed and Dangerous,2620,12000000
The Texas Chain Saw Massacre,30497,85000
The Texas Chainsaw Massacre 2,16337,4700000
Leatherface: Texas Chainsaw Massacre III,25018,0
Texas Chainsaw Massacre: The Next Generation,16780,600000
Ruthless People,12151,0
Trick or Treat,25438,0
Deadly Friend,33278,0
Belizaire the Cajun,274253,0
The Name of the Rose,192,20000000
Jumpin' Jack Flash,10945,0
Peggy Sue Got Married,10013,18000000
Crocodile Dundee,9671,5000000
Crocodile Dundee II,9396,0
Tough Guys,11038,0
Soul Man,12278,0
The Color of Money,11873,13800000
52 Pick-Up,18588,0
Heartbreak Ridge,10015,15000000
Firewalker,12715,0
¡Three Amigos!,8388,25000000
Gloria,45712,30000000
Dry Cleaning,6187,0
My Name Is Joe,8129,0
Still Crazy,1618,0
The Day of the Beast,10722,0
Tinseltown,296543,0
She's All That,10314,10000000
The 24 Hour Woman,125548,0
"Blood, Guts, Bullets and Octane",47139,7300
Peeping Tom,11167,150000
Spanish Fly,170187,0
Payback,2112,90000000
Simply Irresistible,16172,6000000
20 Dates,111794,0
Comedian Harmonists,9524,0
The Last Days,20595,0
Fantastic Planet,16306,0
Blast from the Past,11622,35000000
Message in a Bottle,10207,80000000
My Favorite Martian,9849,65000000
"God Said, 'Ha!'",82865,0
Jawbreaker,18892,3000000
October Sky,13466,0
Office Space,1542,10000000
The Apple,43978,0
200 Cigarettes,15256,6000000
8MM,8224,40000000
The Other Sister,18417,35000000
Breakfast of Champions,12479,12000000
The Breaks,15031,0
Eight Days a Week,15209,0
Just the Ticket,26425,12000000
The Long Goodbye,1847,0
The Ballad of Narayama,42113,0
Pet Sematary,8913,11500000
Pet Sematary II,10906,8000000
Children of the Corn II: The Final Sacrifice,25748,900000
Children of the Corn III: Urban Harvest,25749,0
Christine,8769,0
Night Shift,14742,0
House on Haunted Hill,15856,200000
Airport,10671,10000000
Airport 1975,27932,3000000
Airport '77,7227,6000000
Rollercoaster,10670,0
The Towering Inferno,5919,14000000
Alligator,33518,1500000
Meteor,40160,0
Westworld,2362,0
Logan's Run,10803,9000000
Planet of the Apes,871,5800000
Beneath the Planet of the Apes,1685,3000000
Battle for the Planet of the Apes,1705,1700000
Conquest of the Planet of the Apes,1688,1700000
Escape from the Planet of the Apes,1687,2500000
Avalanche,166680,6500000
Earthquake,11123,7000000
The Concorde... Airport '79,29723,14000000
Beyond the Poseidon Adventure,31638,0
The Dancemaker,113286,0
Analyze This,9535,80000000
The Corruptor,9455,25000000
Cruel Intentions,796,10500000
"Lock, Stock and Two Smoking Barrels",100,1350000
Six Ways to Sunday,47501,0
The School of Flesh,77936,0
Relax... It's Just Sex,84586,0
The Deep End of the Ocean,30943,38000000
Harvest,107946,0
The Rage: Carrie 2,7341,21000000
Wing Commander,10350,30000000
The Haunting,11772,0
Dead Ringers,9540,13000000
My Boyfriend's Back,31503,0
Village of the Damned,11773,200000
Children of the Damned,30202,0
Baby Geniuses,22345,12000000
Telling You,53685,0
I Stand Alone,1567,0
Forces of Nature,1641,75000000
The King and I,47288,25000000
Ravenous,10212,12000000
True Crime,10354,0
Bandits,11526,0
Dangerous Beauty,8583,0
The Empty Mirror,123728,0
The King and I,16520,4550000
Doug's 1st Movie,16508,0
Edtv,11374,80000000
The Mod Squad,16379,50000000
Among Giants,125123,0
A Walk on the Moon,28029,14000000
The Matrix,603,63000000
10 Things I Hate About You,4951,16000000
Tango,65749,0
The Out-of-Towners,8970,75000000
The Dreamlife of Angels,9840,500000
"Love, etc.",186705,0
Metroland,30950,0
The Sticky Fingers of Time,70687,250000
Following,11660,6000
Go,9430,6500000
Never Been Kissed,11355,25000000
Twin Dragons,18764,10000000
Cookie's Fortune,9465,10000000
Foolish,27455,0
Lovers of the Arctic Circle,1414,0
Goodbye Lover,49981,20000000
Life,6522,80000000
Friends & Lovers,114719,0
Hideous Kinky,10209,12000000
Jeanne and the Perfect Guy,25512,0
The Joyriders,143299,0
The Monster,22826,0
Open Your Eyes,1902,2900000
Photographer,445590,0
SLC Punk,6396,0
Lost & Found,39964,1
Pushing Tin,12596,33000000
Election,9451,0
eXistenZ,1946,15000000
A Little Bit of Soul,89522,0
The Mighty Peking Man,42230,0
Nô,139445,0
Let It Come Down: The Life of Paul Bowles,74140,0
Entrapment,1844,66000000
Idle Hands,6552,25000000
Get Real,24584,0
Heaven,213985,0
The King of Masks,25471,0
Three Seasons,4154,0
The Winslow Boy,28519,0
Mildred Pierce,3309,1453000
Night of the Comet,18462,3000000
Chopping Mall,28941,800000
My Science Project,18252,0
Dick Tracy,8592,47000000
The Mummy,564,80000000
The Castle,13852,786675
Mascara,140519,0
This Is My Father,25232,0
Xiu Xiu: The Sent-Down Girl,33194,0
A Midsummer Night's Dream,10210,11000000
Trippin',53862,0
After Life,17962,11791
Black Mask,9460,0
Edge of Seventeen,4927,1500000
Endurance,122190,0
Star Wars: Episode I - The Phantom Menace,1893,115000000
The Love Letter,31342,0
Besieged,44297,0
Frogs for Snakes,95627,0
The Saragossa Manuscript,8785,0
The Mummy,15849,196000
The Mummy,18990,0
The Mummy's Curse,29242,0
The Mummy's Ghost,29243,0
The Mummy's Hand,31498,0
The Mummy's Tomb,29239,0
Mommie Dearest,15660,0
Superman,1924,55000000
Superman II,8536,54000000
Superman III,9531,39000000
Superman IV: The Quest for Peace,11411,17000000
Dracula,138,355000
House of Dracula,30793,0
House of Frankenstein,3103,0
Frankenstein,3035,291000
Son of Frankenstein,3077,0
The Ghost of Frankenstein,3074,0
Frankenstein Meets the Wolf Man,3076,0
The Curse of Frankenstein,3079,0
Son of Dracula,32023,0
The Wolf Man,13666,0
Howling II: Stirba - Werewolf Bitch,29794,0
Tarantula,9077,0
The Rocky Horror Picture Show,36685,1200000
The Flying Saucer,43391,0
It Came from Hollywood,30168,5000000
The Thing from Another World,10785,0
It Came from Outer Space,19483,0
The War of the Worlds,8974,2000000
It Came from Beneath the Sea,29959,0
Invasion of the Body Snatchers,11549,417000
Earth vs. the Flying Saucers,18158,0
It Conquered the World,27625,0
The Mole People,41516,0
Swamp Thing,17918,3000000
Pork Chop Hill,37305,0
"Run Silent, Run Deep",18784,0
Notting Hill,509,42000000
The Thirteenth Floor,1090,16000000
Eternity and a Day,24858,0
The Loss of Sexual Innocence,15059,4000000
Twice Upon a Yesterday,55912,0
Instinct,12117,80000000
Buena Vista Social Club,11779,0
Desert Blue,41730,0
A Place at the Table,84198,0
Floating,100568,0
Free Enterprise,13533,0
Limbo,62676,8000000
Austin Powers: The Spy Who Shagged Me,817,33000000
Promise Her Anything,265966,0
The Red Dwarf,91598,0
The Red Violin,14283,18000000
Tarzan,37135,150000000
The General's Daughter,2275,60000000
Get Bruce!,68426,0
An Ideal Husband,24137,14000000
The Legend of 1900,10376,9000000
Run Lola Run,104,1530000
Trekkies,15800,0
Big Daddy,9032,34200000
The Boys,13821,0
The Dinner Game,9421,12500000
My Son the Fanatic,55955,0
Zone 39,67067,0
Arachnophobia,6488,31000000
"South Park: Bigger, Longer & Uncut",9473,21000000
Wild Wild West,8487,170000000
Summer of Sam,10279,0
Broken Vessels,125263,0
Les Amants du Pont-Neuf,2767,28000000
"Late August, Early September",78568,0
American Pie,2105,11000000
Arlington Road,1073,21500000
Autumn Tale,10239,0
Muppets from Space,10208,24000000
The Blair Witch Project,2667,60000
My Life So Far,48958,0
Eyes Wide Shut,345,65000000
Lake Placid,9825,27000000
The Wood,16158,6000000
The Velocity of Gary,133575,4000000
Ghostbusters,620,30000000
Ghostbusters II,2978,37000000
Drop Dead Gorgeous,10490,10000000
The Haunting,11618,80000000
Inspector Gadget,332,75000000
Trick,1812,450000
Deep Blue Sea,8914,60000000
Mystery Men,9824,68000000
Runaway Bride,4806,70000000
Twin Falls Idaho,33430,0
The Killing,247,320000
Killer's Kiss,10056,75000
Spartacus,967,12000000
Lolita,802,2000000
Barry Lyndon,3175,11000000
The 400 Blows,147,0
Jules and Jim,1628,0
Vibes,21185,1884000
The Mosquito Coast,11120,0
The Golden Child,10136,25000000
Brighton Beach Memoirs,32060,0
Assassination,48686,0
Crimes of the Heart,48259,0
The Color Purple,873,15000000
The Kindred,48660,0
No Mercy,26789,0
Ménage,3934,0
Native Son,108312,2000000
Otello,198469,0
The Mission,11416,24500000
Little Shop of Horrors,10776,25000000
The Little Shop of Horrors,24452,30000
Allan Quatermain and the Lost City of Gold,9710,0
The Morning After,31924,0
Radio Days,30890,16000000
From the Hip,24081,0
Outrageous Fortune,20242,0
The Bedroom Window,39074,0
Deadtime Stories,66194,0
Light of Day,2115,0
Wanted: Dead or Alive,23599,0
Frances,3526,0
Plenty,41166,0
Dick,16406,13000000
The Gambler,197239,0
The Iron Giant,10386,70000000
The Sixth Sense,745,40000000
The Thomas Crown Affair,913,48000000
The Thomas Crown Affair,912,4300000
The Acid House,12229,0
The Adventures of Sebastian Cole,67323,0
Illuminata,91076,0
Stiff Upper Lips,89861,0
The Yards,19457,0
Bowfinger,11353,55000000
Brokedown Palace,17707,25000000
Detroit Rock City,9781,6500000
Alice and Martin,102489,0
Better Than Chocolate,18212,0
Head On,13817,0
Marcello Mastroianni: I Remember,126996,0
Cobra,38715,0
Never Talk to Strangers,48781,6400000
Heaven Can Wait,12185,0
The Raven,29056,350000
The Tingler,26857,250000
The Pit and the Pendulum,28501,200000
The Tomb of Ligeia,29030,0
The Masque of the Red Death,25319,0
Tales of Terror,29074,0
Haunted Honeymoon,24103,0
Cat's Eye,10552,0
And Now for Something Completely Different,9267,0
Damien: Omen II,10766,6800000
Omen III: The Final Conflict,10768,0
Airplane!,813,3500000
Airplane II: The Sequel,2665,0
An American Werewolf in Paris,9406,22000000
National Lampoon’s European Vacation,11418,0
National Lampoon's Vacation,11153,15000000
Funny Farm,14170,0
Big,2280,18000000
Problem Child,11077,0
Problem Child 2,28597,0
Little Nemo: Adventures In Slumberland,22611,0
Oscar and Lucinda,39780,0
Tequila Sunrise,10396,23000000
The Pelican Brief,9944,45000000
A Christmas Story,850,0
Mickey Blue Eyes,10154,0
Teaching Mrs. Tingle,10342,13000000
Universal Soldier: The Return,10366,45000000
Universal Soldier,9349,23000000
Love Stinks,15122,0
Perfect Blue,10494,0
With Friends Like These...,126152,0
In Too Deep,22314,7000000
The Source,51679,0
The Bat,35813,0
Iron Eagle,11037,0
Iron Eagle II,11955,0
Iron Eagle III,2038,0
Iron Eagle IV,28737,0
Three Days of the Condor,11963,0
Hamlet from the Lunt-Fontanne Theatre,141489,0
Male and Female,53761,0
Medicine Man,9096,40000000
The Spiders - The Golden Sea,91893,0
On the Ropes,113273,0
Rosie,103793,0
The 13th Warrior,1911,160000000
The Astronaut's Wife,2900,75000000
Dudley Do-Right,17709,70000000
The Muse,37718,0
Cabaret Balkan,47144,0
A Dog Of Flanders,104896,0
The Lost Son,30964,0
Lucie Aubrac,52366,0
The Very Thought of You,6373,0
Chill Factor,2162,70000000
Outside Providence,14578,7000000
Bedrooms and Hallways,40694,0
I Woke Up Early The Day I Died,4338,0
West Beyrouth,49184,0
Stigmata,10307,29000000
Stir of Echoes,11601,12000000
Best Laid Plans,18621,0
"Black Cat, White Cat",1075,0
The Minus Man,21719,0
Whiteboyz,40879,0
The Adventures of Milo and Otis,47951,0
Only Angels Have Wings,43832,0
Othello,47697,0
Queens Logic,49792,0
Public Access,77064,0
A Soldier's Story,26522,6000000
Alice Sweet Alice,23761,340000
Don't Look in the Basement,24097,0
Nightmares,42114,0
I Saw What You Did,28295,0
Yellow Submarine,12105,0
American Beauty,14,15000000
Stop Making Sense,24128,1200000
Blue Streak,11001,65000000
For Love of the Game,10390,50000000
Caligula,9453,17500000
A Hard Day's Night,704,560000
Splendor,35122,0
Sugar Town,142132,0
The Buddy Holly Story,24153,1200000
Fright Night,11797,9000000
Fright Night Part 2,18086,0
La séparation,124475,0
Barefoot in the Park,17887,0
Deliverance,10669,2000000
Excalibur,11527,11000000
Lulu on the Bridge,42848,0
The Pajama Game,40867,0
Sommersby,1049,0
Thumbelina,28032,28000000
Tommy,11326,5000000
Hell Night,28377,0
Armour of God II: Operation Condor,10975,0
Armour of God,10974,15000000
Double Jeopardy,10398,70000000
Jakob the Liar,2290,0
Mumford,24071,0
Dog Park,62994,0
Guinevere,60994,2600000
The Adventures of Elmo in Grouchland,16112,0
Simon Sez,32305,0
Drive Me Crazy,14429,8000000
"Mystery, Alaska",15198,28000000
Three Kings,6415,75000000
"Happy, Texas",24066,1700000
New Rose Hotel,21430,0
Plunkett & MacLeane,10381,0
Romance,171982,0
Napoleon and Samantha,42486,0
Alvarez Kelly,60285,0
And the Ship Sails On,5622,0
The Dark Half,10349,15000000
Gulliver's Travels,42518,0
Monkey Shines,29787,7000000
Phantasm,9638,300000
Psycho II,10576,5000000
Psycho III,12662,0
Rain,61369,0
Sanjuro,11712,0
Random Hearts,12618,64000000
Superstar,13824,0
Boys Don't Cry,226,2000000
"Five Wives, Three Secretaries and Me",288772,0
L'ennui,55107,0
The Grandfather,69851,0
The Limey,10388,10000000
The Mating Habits of the Earthbound Human,17198,0
Molly,44857,0
Risky Business,9346,6200000
Total Recall,861,65000000
Body Heat,14412,0
Ferris Bueller's Day Off,9377,6000000
The Year of Living Dangerously,11541,6000000
Children of Paradise,2457,0
High Plains Drifter,11901,5500000
Hang 'em High,4929,1800000
Citizen's Band,85325,0
Drunken Master,11230,0
The Conformist,8416,750000
Hairspray,11054,0
Brief Encounter,851,0
The Razor's Edge,24453,0
Reds,18254,32000000
Return with Honor,56235,1000000
Time of the Gypsies,20123,0
Days of Heaven,16642,0
The Fire Within,2593,0
El Amor Brujo,42020,0
The Lady Eve,3086,0
Sullivan's Travels,16305,689665
The Palm Beach Story,32255,0
Man Facing Southeast,48797,0
Niagara,19997,1250000
Gilda,3767,0
South Pacific,17352,6000000
Flashdance,535,4000000
Indochine,2731,0
The Dirty Dozen,1654,5400000
Mike's Murder,31043,0
Help!,14831,1500000
Goldfinger,658,2500000
From Russia with Love,657,2000000
Dr. No,646,950000
The Blue Lagoon,5689,4500000
A Fistful of Dollars,391,200000
Hard Eight,8052,3000000
Home Alone 2: Lost in New York,772,18000000
Penitentiary,65448,0
Penitentiary II,65452,0
Someone to Watch Over Me,31650,17000000
Sparrows,73575,463455
Naturally Native,302579,700000
Fight Club,550,63000000
Beefcake,97537,0
The Story of Us,12220,50000000
Fever Pitch,1610,0
Joe the King,53151,0
Julien Donkey-Boy,42881,0
The Omega Code,29064,0
The Straight Story,404,10000000
The Bad Seed,42196,0
Time Bandits,36819,5000000
A Man and a Woman,42726,0
Fitzcarraldo,9343,7362000
All That Jazz,16858,0
Red Sorghum,42006,0
Crimes and Misdemeanors,11562,19000000
Bats,10496,0
The Best Man,16162,9000000
Bringing Out the Dead,8649,32000000
Crazy in Alabama,31306,0
Three to Tango,10563,20000000
Body Shots,14484,0
Men Cry Bullets,214735,0
Brother Can You Spare A Dime,94857,0
The Guardian,32043,0
The Ipcress File,15247,0
On Any Sunday,29251,0
RoboCop,5548,13000000
RoboCop 2,5549,35000000
Who Framed Roger Rabbit,856,70000000
Melvin and Howard,38772,0
For Your Eyes Only,699,28000000
Licence to Kill,709,32000000
Live and Let Die,253,7000000
Rawhead Rex,13511,0
Thunderball,660,5500000
The City,46798,0
House on Haunted Hill,11377,19000000
Music of the Heart,26149,27000000
Being John Malkovich,492,13000000
Dreaming of Joseph Lees,108346,2000000
Man Of The Century,98480,0
Princess Mononoke,128,26500000
The Suburbans,46286,0
My Best Fiend,8672,0
Train of Life,8056,154790
The Bachelor,2020,51000000
The Bone Collector,9481,73000000
The Insider,9008,90000000
American Movie,14242,0
Last Night,16129,0
Portraits Chinois,104103,0
Rosetta,11489,0
"They Shoot Horses, Don't They?",28145,0
Battling Butler,51371,0
Bride of Re-Animator,18111,2000000
Bustin' Loose,31361,0
Coma,11223,0
Creepshow,16281,8000000
Creepshow 2,16288,3500000
Re-Animator,1694,900000
Drugstore Cowboy,476,2500000
Falling Down,37094,25000000
The Funhouse,13555,0
The General,961,750000
My Best Girl,73969,483103
Piranha,24831,660000
Rough Night in Jericho,64963,0
Slaughterhouse,85160,0
The Taming of the Shrew,25560,0
Nighthawks,21610,5000000
Yojimbo,11878,0
Repossessed,11510,0
The Omega Man,11234,0
Spaceballs,957,22700000
Robin Hood,11886,15000000
Mister Roberts,37853,0
Quest for Fire,62204,12000000
Little Big Man,11040,15000000
A Face in the Crowd,21849,0
Trading Places,1621,40600000
Meatballs,14035,0
Meatballs Part II,40771,0
